caseID,prefix-length,true-next-activity,pred-next-activity,true-next-time,pred-next-time
206348,21,9,9,0.0018283333325827564,0.0
206348,22,9,9,0.05076018518595784,2.011562138310185
206348,23,9,9,0.0002413310193353229,0.0
206348,24,9,9,1.7877085416653642,1.7575264033564815
206348,25,10,10,0.00012447916799121432,0.0
206348,26,11,11,2.118053811567801e-06,0.0
206348,27,9,9,1.4189815631619206e-05,0.0
206348,28,11,11,0.94874153935247,2.2519639756944443
206348,29,11,11,0.0019090972233701635,0.00419884999593099
206348,30,11,11,0.14174461805434138,0.005900023778279622
206348,31,18,11,0.007523935186090293,0.006865554385715061
206348,32,21,21,0.0,0.0
206348,33,11,11,4.137731260723538e-05,0.0
206348,34,24,24,0.0,0.0
206351,1,1,1,3.993055886692471e-06,0.0
206351,2,2,2,0.00037945601675245497,0.0
206351,3,3,3,7.24537229096448e-06,0.000621788016072026
206351,4,3,3,0.021952199072197632,0.17022725423177085
206351,5,3,3,0.0012841319458352196,0.0
206351,6,3,3,0.0001296180541868563,0.04040779113769531
206351,7,3,3,9.541666894047348e-05,0.0
206351,8,3,3,0.008381932869001671,0.042164137098524304
206351,9,3,3,0.0009472916661589234,0.0
206351,10,3,3,0.010074201389043419,0.11437972457320601
206351,11,3,3,0.00011862268602406537,0.0
206351,12,3,3,0.007036747684081395,0.2007533546730324
206351,13,4,3,0.003681469907363256,0.0
206351,14,5,5,0.0038548263907432555,0.0
206351,15,6,6,0.0,0.0
206351,16,7,7,9.652776298699556e-06,0.0
206351,17,8,8,4.976849865030359e-07,0.0
206351,18,9,9,3.0671308437983197e-06,0.0
206351,19,3,3,2.406249995584841e-05,0.0
206351,20,9,9,0.00016686342656612395,0.22951393410011575
206351,21,16,9,0.0013093634253298794,0.0
206351,22,5,5,0.0,0.0
206351,23,7,7,7.129628901128415e-06,0.0
206351,24,8,8,3.009261908354583e-07,0.0
206351,25,9,9,2.6388880279329087e-06,0.0
206351,26,9,9,2.616898329169662e-05,0.0
206351,27,9,9,0.00014042823954864785,0.07707651208948206
206351,28,5,9,0.0005046064820554521,0.0
206351,29,16,16,0.0,0.0208059819539388
206351,30,7,7,1.5231481304875126e-05,0.0
206351,31,8,8,3.009261908354583e-07,0.0
206351,32,9,9,1.476851878342805e-05,0.0
206351,33,9,9,1.590277585718367e-05,0.0
206351,34,9,9,0.00011218750090510757,0.07048025060583044
206351,35,9,9,0.0010468171288569768,0.0
206351,36,9,9,7.803604236112701,6.702668547453704
206351,37,9,9,0.0018529745356904135,0.0
206351,38,9,9,1.9420222106493181,2.0488715277777776
206351,39,9,10,0.000263888888336994,0.0
206351,40,9,9,7.156095162036794,1.0775013563368057
206351,41,9,9,0.0014138078717169937,0.0
206351,42,9,9,1.6170871412036596,1.2319986074942129
206351,43,9,10,0.002233356480245237,0.0
206351,44,9,9,1.1701564236123252,0.9280433485243056
206351,45,9,10,0.0029729282386876917,0.0
206351,46,9,9,5.0269352893531325,1.1217012080439814
206351,47,10,9,0.0004956828692445048,0.0
206351,48,11,11,1.1388888513600385e-05,0.0
206351,49,9,9,2.020833392937978e-05,0.0
206351,50,11,11,1.7580834490750674,2.2900121166087963
206351,51,22,22,0.013931307869928855,0.0048885151191994
206351,52,11,11,1.9918980973738213e-05,0.0
206351,53,22,22,0.08545431712987246,0.020419769287109375
206351,54,22,22,0.0018562500013245477,0.0
206351,55,22,22,0.193865104165894,0.026654340955946182
206351,56,22,22,0.001205185185428019,0.0
206351,57,22,22,0.06001666666732894,0.0809294354474103
206351,58,22,22,0.004762789350416925,0.0
206351,59,22,22,0.7872275694459677,0.14226057264539932
206351,60,22,22,0.0027430092570958314,0.0
206351,61,22,22,0.07427627314847929,0.1741660111038773
206351,62,22,22,0.010371898147794935,0.0
206351,63,22,22,0.8326809606480378,0.16897972954644097
206351,64,22,22,0.0030761805563061326,0.0
206351,65,22,22,0.25848182870282066,0.240858154296875
206351,66,11,22,0.007891944445393704,0.0
206351,67,22,22,3.4155092305607264e-05,0.0017559037385163484
206351,68,11,11,0.602011562500287,0.01791858390525535
206351,69,11,11,0.003914618056129526,0.0036042058026349104
206351,70,11,11,1.1013789351836398,0.004336783091227214
206351,71,13,11,0.006994178242705486,0.009872493743896484
206351,72,14,14,0.0,0.0
206351,73,12,12,0.0,0.0
206351,74,15,15,0.0,0.0
206351,75,11,11,9.547453511644292e-05,0.0
206351,76,24,24,0.0,0.0
206354,1,1,1,5.15046219031016e-06,0.0
206354,2,20,2,0.0004502430558204651,0.0
206354,3,20,20,0.03476576388710075,0.0330758864791305
206354,4,18,18,0.0008421759279789748,0.004195784816035518
206354,5,20,20,3.718749792487533e-05,0.0
206354,6,24,24,0.0,0.0
206357,1,1,1,7.280091996546145e-06,0.0
206357,2,2,2,0.0004545138886681309,0.0
206357,3,3,3,1.1423610978656346e-05,0.0006309835557584409
206357,4,3,3,0.004797002317176925,0.17026709662543402
206357,5,4,3,0.007189768516906985,0.0
206357,6,5,5,0.0027541203714079327,0.0
206357,7,6,6,0.0,0.0
206357,8,7,7,1.2962961638415301e-05,0.0
206357,9,8,8,3.472218910853068e-07,0.0
206357,10,9,9,2.4305559970714426e-06,0.0
206357,11,3,3,2.4814815432937058e-05,0.0
206357,12,9,9,0.00021660879530288556,0.21343399612991898
206357,13,16,9,0.001717708334326744,0.0
206357,14,5,5,0.0,0.0
206357,15,7,7,1.748842497666677e-05,0.0
206357,16,8,8,1.6203715845390603e-06,0.0
206357,17,9,9,3.530093365245395e-06,0.0
206357,18,9,9,1.5150463139569317e-05,0.0
206357,19,9,9,0.00011675925718413458,0.0769661627875434
206357,20,5,9,0.000815081019644384,0.0
206357,21,16,16,0.0,0.02076613390887225
206357,22,7,7,1.7118056615193685e-05,0.0
206357,23,8,8,7.06017017364502e-07,0.0
206357,24,9,9,2.6967597228509407e-06,0.0
206357,25,9,9,1.636574113810504e-05,0.0
206357,26,9,9,0.00022621527590133527,0.07044346562138311
206357,27,16,9,0.0014528587984818,0.0
206357,28,5,5,0.0,0.0
206357,29,7,7,1.4201388866813094e-05,0.0
206357,30,8,8,4.050908265290437e-07,0.0
206357,31,9,9,4.236113142084192e-06,0.0
206357,32,9,9,2.6180553767416214e-05,0.0
206357,33,9,9,9.09143520726098e-05,0.07829032050238716
206357,34,9,9,0.0016572800940937466,0.0
206357,35,9,9,7.814897546296319,6.6920355902777775
206357,36,9,9,0.003126782405155676,0.0
206357,37,9,9,9.173310439815676,2.034639937789352
206357,38,9,9,0.0016887731491415589,0.0
206357,39,9,9,7.720855891202335,1.4254357458043982
206357,40,10,10,0.0002566898145057537,0.0
206357,41,11,11,1.5856491194831e-06,0.0
206357,42,9,9,2.2013888314918237e-05,0.0
206357,43,11,11,1.065289085648126,2.6558808955439814
206357,44,22,11,0.013346782406723058,0.004097699412593135
206357,45,11,11,3.303240846704554e-05,0.0
206357,46,22,22,0.1160487847223326,0.01772854416458695
206357,47,22,22,0.0023614236105371405,0.0007781120582863137
206357,48,22,22,0.04366877314945062,0.03859627052589699
206357,49,22,22,0.017027499998609225,0.0
206357,50,22,22,0.5956346296298283,0.10120865433304398
206357,51,22,22,0.004550891204012765,0.0
206357,52,22,22,0.1223423379632058,0.09131119339554399
206357,53,22,22,0.00024262731549916445,0.0
206357,54,22,22,0.01076685185233752,0.11596441198278357
206357,55,22,22,0.001108530092018622,0.0
206357,56,22,22,0.00963827546272013,0.10302630389178241
206357,57,16,22,0.004100752315587468,0.0
206357,58,5,5,0.0,0.0
206357,59,7,7,1.583333092707175e-05,0.0
206357,60,8,8,1.7592614447629011e-06,0.0
206357,61,22,22,2.3379618370974506e-06,0.0
206357,62,22,22,1.9837962808432404e-05,0.0017436430189344619
206357,63,22,22,0.09289631944563653,0.005290053332293475
206357,64,22,22,0.0011019328705690525,0.0
206357,65,22,22,0.01378361110885938,0.8190303096064815
206357,66,16,22,0.003554756944930112,0.0
206357,67,19,5,0.0,0.0
206357,68,22,22,3.458333512147268e-05,0.0
206357,69,24,24,0.0,0.0
206360,1,1,1,4.699072904056973e-06,0.0
206360,2,2,2,0.00048774305593084406,0.0
206360,3,3,3,7.2337962962962966e-06,0.001207236890439634
206360,4,3,3,0.002838668980532222,0.19286666304976852
206360,5,3,3,0.006505046296450827,5.473018244460777e-05
206360,6,3,3,0.6055759027793451,0.04888607449001736
206360,7,4,3,0.004847129630269828,0.0032455801080774377
206360,8,6,5,0.0010714467587294402,0.0
206360,9,5,5,0.0,0.0
206360,10,7,7,2.8981480885435035e-05,0.0
206360,11,8,8,2.893529556415699e-07,0.0
206360,12,9,9,2.6388880279329087e-06,0.0
206360,13,3,3,1.3993054076477333e-05,0.0
206360,14,9,9,7.218554652777535,0.2695941840277778
206360,15,9,9,0.00013696759387298867,0.0
206360,16,9,9,2.1004177199083345,2.0838789424189814
206360,17,9,9,0.0015071296277973387,0.0
206360,18,9,9,0.6772904282421978,1.2960485387731482
206360,19,9,10,0.02148818287032622,0.0
206360,20,9,9,1.1157481597225976,0.8679872866030093
206360,21,10,9,0.0001483912020921707,0.0
206360,22,11,11,1.6319448197329487e-06,0.0
206360,23,9,9,1.3935185141033597e-05,0.0002846184924796775
206360,24,11,11,1.0504988425942483,2.6919243706597222
206360,25,22,11,0.016432858793823807,0.003086190753512912
206360,26,11,11,1.9074074096149867e-05,0.0
206360,27,22,22,0.09479873842663235,0.014730799639666522
206360,28,22,22,0.007797083333134652,0.0015658627616034614
206360,29,22,22,0.00013672453661759694,0.03293488961678964
206360,30,22,22,9.049768525141256e-05,0.0
206360,31,22,22,8.462963004906973e-05,0.08349192866572627
206360,32,22,22,0.0005441550938067612,0.0
206360,33,22,22,0.6002957407412706,0.13111558702256945
206360,34,11,22,0.00034480323946034465,0.0
206360,35,22,22,1.9826389573238512e-05,0.0007934379577636719
206360,36,11,11,0.01745425925762565,0.011454125157109014
206360,37,12,11,0.009333078703946538,0.0029543880180076315
206360,38,13,14,0.0,0.0
206360,39,14,15,0.0,0.0
206360,40,15,15,1.1575994668183504e-08,0.0
206360,41,11,11,0.0001414351855163221,0.0
206360,42,24,24,0.0,0.0
206363,1,1,1,3.197916679912143e-05,0.0
206363,2,18,2,0.00044541666629137816,0.0
206363,3,24,24,0.0,0.0
206366,1,1,1,7.465277557019834e-06,0.0
206366,2,2,2,0.0004669097231494056,0.0
206366,3,3,3,7.129628901128415e-06,0.0012041717105441623
206366,4,3,3,0.614301944444025,0.19277162905092593
206366,5,4,3,0.003927754630093221,0.0010325218130041052
206366,6,5,5,0.005995740741491317,0.0
206366,7,6,6,0.0,0.0
206366,8,7,7,1.2557870811886257e-05,0.0
206366,9,8,8,2.777769609733864e-07,0.0
206366,10,9,9,3.0208323840741756e-06,0.0
206366,11,3,3,1.391203867064582e-05,0.0
206366,12,9,9,7.198071863424999,0.2546024124710648
206366,13,9,9,0.0020734259265440484,0.0
206366,14,9,9,6.917316354165474,2.0510201461226854
206366,15,9,9,0.002164733796207993,0.0
206366,16,9,9,4.083232777778197,2.0836673538773147
206366,17,9,9,0.0010827546290777348,0.0
206366,18,9,9,0.9750015277774245,1.3845554832175926
206366,19,9,9,0.0005546180572774675,0.0
206366,20,9,9,0.1116777777782193,1.3925954861111112
206366,21,9,9,0.0008133449074294832,0.0
206366,22,9,9,4.833314733794994,1.3489197229456018
206366,23,9,9,0.0015580787040569164,0.0
206366,24,9,9,0.9545379282396149,1.0425889756944444
206366,25,19,9,0.0001985879628746598,0.0
206366,26,16,16,0.0,0.0
206366,27,9,9,2.5000000993410745e-05,0.0
206366,28,24,24,0.0,0.0
206369,1,1,1,6.099539222540679e-06,0.0
206369,2,2,2,0.0004680555534583551,0.0
206369,3,3,3,9.201389771920664e-06,0.0012041717105441623
206369,4,3,3,0.5965070601856267,0.19297392668547453
206369,5,3,3,0.0023234953703703703,0.0010233262733176903
206369,6,3,3,0.003306018516973213,0.03818553783275463
206369,7,4,3,0.0032578587973559345,0.0012808012079309535
206369,8,6,5,0.0013023726862889749,0.0
206369,9,5,5,0.0,0.0
206369,10,7,7,1.4722220323703908e-05,0.0
206369,11,8,8,6.018523816709165e-07,0.0
206369,12,9,9,2.9166677483805904e-06,0.0
206369,13,3,3,1.4861110183927748e-05,0.0
206369,14,9,9,7.205172974536264,0.2741735613787616
206369,15,19,9,0.004393530093409397,0.0
206369,16,16,16,0.0,0.01862357528121383
206369,17,9,9,2.692129600931097e-05,0.0
206369,18,24,24,0.0,0.0
206372,1,1,1,3.321758574909634e-06,0.0
206372,2,2,2,0.000436666668565185,3.020875983768039e-05
206372,3,3,3,8.159721339190447e-06,0.001949009895324707
206372,4,3,3,0.579666724536154,0.21866626880787038
206372,5,3,3,0.0021439699083566667,0.0017804251776801215
206372,6,3,3,1.9593996064806427,0.038881332962601274
206372,7,3,3,0.0020652546292101895,0.005026448214495624
206372,8,3,3,0.9656248495369045,0.058173562509042244
206372,9,3,3,0.0010374652787491128,0.0
206372,10,3,3,0.42856471064741963,0.11657745361328126
206372,11,3,3,0.0020227314835345304,0.0
206372,12,3,3,0.641487766203505,0.39057675962094907
206372,13,3,3,0.0036081365744272866,0.0
206372,14,3,3,0.0004731481467132215,0.16630688702618635
206372,15,4,3,0.0007765046286362188,0.0
206372,16,6,5,0.0018546412057346769,0.0
206372,17,5,5,0.0,0.0
206372,18,7,7,1.3888886681309452e-05,0.0
206372,19,8,8,3.7037112094737865e-07,0.0
206372,20,9,9,9.953699730060718e-07,0.0
206372,21,3,3,1.3263890588725055e-05,0.0
206372,22,9,9,0.00017540509226145567,0.09021999217845776
206372,23,16,9,0.0012062037018714129,0.0
206372,24,5,5,0.0,0.0
206372,25,7,7,1.268518743691621e-05,0.0
206372,26,8,8,3.5879512627919515e-07,0.0
206372,27,9,9,1.0648149031179922e-06,0.0
206372,28,9,9,2.2037037544780306e-05,0.0
206372,29,9,9,7.243106516202291,0.04323388558846933
206372,30,9,9,0.023107997686774642,0.0
206372,31,9,9,2.0872539814809956,1.3666977719907407
206372,32,9,9,0.0004754745380745994,0.0
206372,33,9,9,4.819778842592129,1.9092558232060186
206372,34,9,9,0.0018125925930561843,0.0
206372,35,9,9,1.0367146874991833,1.2746260127314815
206372,36,9,9,0.0014098379623006892,0.0
206372,37,9,9,0.1728269444461222,1.375733959056713
206372,38,9,9,0.000666122684876124,0.0
206372,39,9,9,0.7697200810164213,1.4238020833333334
206372,40,9,9,0.0008093287050724029,0.0
206372,41,9,9,4.0526479050931,1.4518391927083334
206372,42,9,9,0.001115324072263859,0.0
206372,43,9,9,10.689190509261357,1.099705494068287
206372,44,19,16,3.4722465055960195e-08,0.0
206372,45,16,16,0.0,0.0
206372,46,24,24,0.0,0.0
206375,1,1,1,3.937499942602935e-05,0.0
206375,2,20,20,0.00017878472253128334,0.0007137433246329979
206375,3,20,20,0.49947027777632075,0.05059950651945891
206375,4,2,2,0.0014507754643758137,0.0019183580963699905
206375,5,3,3,3.148146249629833e-06,0.0
206375,6,20,20,1.2847223767527827e-05,0.0
206375,7,3,3,0.04961726851761341,0.01707566014042607
206375,8,3,3,0.001403553240277149,0.0
206375,9,3,3,0.0860518402799412,0.012186703152126737
206375,10,18,3,0.003938101850174091,0.0
206375,11,3,3,3.613425901642552e-05,0.0
206375,12,24,24,0.0,0.0
206378,1,1,1,4.1550922173040885e-06,0.0
206378,2,18,20,0.0004796064810620414,0.0007260040442148844
206378,3,24,24,0.0,0.0
206381,1,1,1,4.513890103057579e-06,0.0
206381,2,2,20,0.000515138887696796,0.0007260040442148844
206381,3,3,3,1.2800928067277978e-05,0.0028869542369136104
206381,4,3,3,0.505854895832362,0.24776398835358796
206381,5,3,3,0.011104386573036511,0.0027643470410947447
206381,6,3,3,0.1915978009281335,0.039466781616210936
206381,7,3,3,0.0016409259234313612,0.0013850172360738119
206381,8,3,3,2.0993907870379864,0.05852912055121528
206381,9,3,3,0.00019359953701496125,0.0
206381,10,3,3,0.0009054861107358226,0.22244255913628472
206381,11,3,3,0.0001591550945131867,0.0
206381,12,3,3,0.07611556712951925,0.1907945873119213
206381,13,3,3,0.000499861110691671,0.0
206381,14,3,3,0.868234351851322,0.23905888310185186
206381,15,3,3,8.708333251652894e-05,0.0
206381,16,3,3,0.7233949421290998,0.2796111834490741
206381,17,3,3,0.0012369560201962789,0.0
206381,18,3,3,0.9813372569448419,0.21002246997974536
206381,19,3,3,0.002894236108771077,0.0
206381,20,3,3,0.4119430439836449,0.29702446831597223
206381,21,3,3,0.0010864236095437297,0.0
206381,22,3,3,0.00021130787001715767,0.6235670301649305
206381,23,3,3,0.00012005787204813075,0.0
206381,24,3,3,1.7186676273136228,0.4479108796296296
206381,25,3,3,0.0017924074083566666,0.0
206381,26,3,3,11.304915625000442,0.940641185619213
206381,27,3,3,0.00029393518412554705,0.0
206381,28,3,3,11.529330092594028,1.6654208260995371
206381,29,19,19,1.1573235193888346e-08,0.0
206381,30,24,24,0.0,0.0
206384,1,1,1,6.9791658057106864e-06,0.0
206384,2,2,20,0.0004527893524478983,0.0014524511054710106
206384,3,3,3,9.143518077002631e-06,0.004060917253847475
206384,4,3,3,0.49711174768430216,0.2801046865957755
206384,5,4,3,0.004548020834724108,0.003926049338446723
206384,6,6,5,0.001880856481967149,0.0
206384,7,5,5,0.0,0.0
206384,8,7,7,4.28587943315506e-05,0.0
206384,9,8,8,5.55556681421068e-07,0.0
206384,10,9,9,5.6018514765633475e-06,0.0
206384,11,3,3,8.750000485667476e-06,0.0
206384,12,9,9,0.011811168980267312,0.2688156240957755
206384,13,9,9,0.0013759490764803357,0.0
206384,14,9,9,7.1944749305535245,6.637438512731482
206384,15,9,9,0.0015113773169340911,0.0
206384,16,9,9,8.93418826388816,2.003126808449074
206384,17,9,9,0.0019749537027544447,0.0
206384,18,9,9,1.2579388773165368,1.050708640769676
206384,19,9,9,0.0009816666664900604,0.0
206384,20,9,9,1.782482303240233,1.4891792353877316
206384,21,9,9,0.00094701388919795,0.0
206384,22,9,9,1.1515643287036155,1.2797417534722222
206384,23,9,9,0.0012149652755922742,0.0
206384,24,9,9,5.766229710650665,1.641166087962963
206384,25,9,10,0.00197002314583019,0.0
206384,26,9,9,4.243634108796164,1.0803274197048611
206384,27,9,9,0.0010846875000883032,0.0
206384,28,9,9,0.5611641087962521,1.1248981843171297
206384,29,16,19,2.3148402019783302e-07,0.0
206384,30,19,19,0.0,0.0
206384,31,24,24,0.0,0.0
206387,1,1,1,0.00014288194477558137,0.0
206387,2,18,20,0.00043892361223697664,0.0014463207456800672
206387,3,24,24,0.0,0.0
206390,1,1,1,1.059027733626189e-05,0.0
